,Discriminacao,Dificuldade,Adivinhacao
V307,1.892,-1.563,0.000
V308,18.350,0.676,0.073
V309,57.077,0.701,0.073
V310,8.400,-0.373,0.000
V311,6.177,-7.288,0.000
V312,2.920,-2.812,0.000
V313,47.208,-0.051,0.000
V314,18.614,-2.136,0.000
V315,-3.193,-0.842,0.000
V316,1.252,-2.888,0.000
V317,41.683,0.692,0.073
V318,5.683,-0.352,0.000
V319,-5.378,-3.210,0.567
V320,27.262,-0.712,0.000
V321,6.183,-7.288,0.000
V322,-14.406,4.271,0.000
V323,6.185,-7.288,0.000
V324,3.380,-1.508,0.000
V325,6.324,-0.260,0.000
V326,-32.744,-0.678,0.000
V327,1.766,-2.884,0.000
V328,22.047,1.902,0.094
V329,1.836,-1.416,0.000
V330,-10.853,-5.027,0.233
V331,-13.525,-1.939,0.092
V332,6.187,-7.288,0.000
V333,0.705,-4.759,0.000
V334,6.189,-7.288,0.000
V335,0.247,-7.034,0.000
V336,3.277,-0.782,0.000
V337,4.817,0.565,0.000
V338,-1.997,-1.444,0.000
V339,18.817,-3.058,0.000
V340,-1.703,-1.510,0.014
V341,3.687,-0.054,0.000
V342,2.992,-0.399,0.000
V343,45.907,-0.665,0.118
V344,7.304,-0.432,0.000
V345,6.193,-7.288,0.000
V346,1.095,-3.336,0.000
V347,-14.406,4.271,0.000
V348,27.906,-0.657,0.000
V349,48.728,-0.033,0.000
V350,-2.988,1.328,0.000
V351,2.798,-2.344,0.000
V352,0.698,-2.023,0.000
V353,37.656,-0.670,0.000
V354,7.373,-4.996,0.000
V355,5.683,-0.352,0.000
V356,19.298,0.768,0.036
V357,-11.977,-4.674,0.450
V358,40.199,2.348,0.243
V359,40.182,-0.663,0.000
V360,0.547,-5.749,0.000
V361,-4.917,0.348,0.000
V362,-14.405,4.271,0.000
V363,-10.103,-4.896,0.015
V364,0.729,-5.378,0.000
V365,46.687,0.694,0.055
V366,2.856,-0.330,0.000
V367,43.412,2.276,0.243
V368,1.746,-2.312,0.000
V369,7.209,-6.280,0.000
V370,0.134,-9.385,0.004
V371,0.140,-5.796,0.002
V372,-0.877,-3.855,0.178
V373,8.402,-0.373,0.000
V374,1.807,-1.687,0.000
V375,-4.487,1.001,0.000
V376,0.555,-4.833,0.000
V377,-0.374,7.269,0.006
V378,4.942,0.467,0.030
V379,6.545,4.237,0.305
V380,55.314,0.701,0.073
V381,-7.373,-0.327,0.000
V382,6.199,-7.288,0.000
V383,3.670,-0.863,0.000
